name,style,abv,ibu,brewer_name,tipo
Dark Lord,American-Style Imperial Stout,15.0,50.0,Three Floyds Brewing Company,Stout
Dark Lord - Chemtrailmix,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
Dark Passenger,American-Style Wheat Wine Ale,12.0,13.0,Griffin Claw Brewing Company,Ale
Dark Secret with Raspberries,British-Style Imperial Stout,13.0,50.0,BrickStone Brewery,Stout
Darkest Hour,American-Style Imperial Stout,13.0,40.0,Anchorage Brewing Company,Stout
Darkness,American-Style Imperial Stout,12.0,85.0,Surly Brewing Company,Stout
Date Night,American-Style Barley Wine Ale,11.5,72.0,Figure Eight Brewing,Ale
Dawn Of The Dank,Imperial or Double India Pale Ale,11.8,95.0,Cobra Brewing Company,India Pale Ale
Day Of Doom,Belgian-Style Quadrupel,12.0,25.0,Mystic Brewery,Trappist
Dead Man's Hand Bourbon Barrel Imperial Stout,American-Style Imperial Stout,13.0,60.0,Grand River Brewery,Stout
Death & Taxes,Wood- and Barrel-Aged Dark Beer,13.8,55.0,Taxman Brewing Company,Stout
Death By Coconut (Rum Barrel Aged),American-Style Imperial Porter,11.5,45.0,Oskar Blues Brewery,Porter
Death of Cthulhu (Ghost 345),Specialty Stouts,12.0,50.0,Adroit Theory Brewing Company,Special
Death Valley Shootout (Remus's Revenge),American-Style Imperial Stout,14.0,60.0,Fifty West Brewing Company,Stout
Debut #8 - Barrel Aged Tripel,Belgian-Style Tripel,11.5,25.0,Starr Hill Brewery,Trappist
Decadence,American-Style Amber/Red Ale,13.0,40.0,Weyerbacher Brewing Company,Ale
Deception,Belgian-Style Quadrupel,16.4,40.0,DuClaw Brewing Company,Trappist
Decoy,Herb and Spice Beer,12.0,28.0,Carton Brewing Co,Special
Ded Moroz,American-Style Imperial Stout,11.2,60.0,Rushing Duck Brewing Company,Stout
Defying Gravity - Cape Canaveral,American-Style Sour Ale,14.0,25.0,D9 Brewing Company,Ale
Deliverance,American-Style Barley Wine Ale,12.5,40.0,The Lost Abbey,Ale
Delusion,American-Style Imperial Stout,11.7,60.0,Greenbush Brewing Co,Stout
Demeter's Lament,American-Style Brown Ale,15.0,40.0,Dark Horse Brewing Company,Ale
Demon D'Or,Belgian-Style Tripel,11.5,35.0,Max Lager's Wood-Fired Grill & Brewery,Trappist
Denunciation Triple IPA,American-Style India Pale Ale,12.2,40.0,Strong Arm Brewing,India Pale Ale
Deth By Cherries,American-Style Imperial Stout,13.5,40.0,Revolution Brewing,Stout
Deth's Tar,American-Style Imperial Stout,11.4,40.0,Revolution Brewing,Stout
Deus Brut des Flandres,Other Belgian-Style Ales,11.5,40.0,Brouwerij Bosteels,Ale
Devastation,Imperial or Double India Pale Ale,11.6,40.0,Brewery Vivant,India Pale Ale
Devil Dancer,Imperial or Double India Pale Ale,12.0,112.0,Founders Brewing Company,India Pale Ale
Devil in the Details,American-Style Imperial Stout,13.0,60.0,Frog Island Brewery,Stout
Devil Went Down To Georgia,Wood- and Barrel-Aged Dark Beer,12.7,60.0,The Lost Abbey,Stout
Devil's Juice,Open Category Mead,15.0,1.0,B. Nektar Meadery,Mead
Devil's Spear,American-Style Barley Wine Ale,11.5,40.0,18th Street Brewery,Ale
Dewi Sant,Braggot,13.5,33.0,Strange Land Brewery,Kolsch
Diablo's Brunch,American-Style Imperial Stout,12.0,60.0,The Answer Brewpub,Stout
Diabolus,Belgian-Style Quadrupel,13.0,25.0,In Peccatum Craft Beer,Trappist
Dirty Commie Heathen,American-Style Imperial Stout,12.4,60.0,The Unknown Brewing,Stout
Discombobulation (Bourbon Barrels),American-Style Barley Wine Ale,13.0,40.0,Shoreline Brewery,Ale
Dixie Kristal,Belgian-Style Tripel,11.2,25.0,Moon River Brewing Company,Trappist
DKML,American-Style Malt Liquor,14.2,17.0,Founders Brewing Company,Lager
DNR Cask-It: Brandy Barrel Aged with Cherries,Wood- and Barrel-Aged Strong Beer,12.8,60.0,COOP Ale Works,Ale
DNR Cask-It: Rye Barrel Aged,Wood- and Barrel-Aged Strong Beer,12.5,60.0,COOP Ale Works,Ale
Dog A,British-Style Imperial Stout,15.1,60.0,BrewDog,Stout
Dog C,American-Style Imperial Stout,15.1,60.0,BrewDog,Stout
Dog D,American-Style Imperial Stout,16.1,85.0,BrewDog,Stout
Doggie Claws,American-Style Barley Wine Ale,11.5,70.0,Hair of the Dog Brewing,Ale
Domination Ale,American-Style Barley Wine Ale,12.0,130.0,Horseheads Brewing,Ale
Doom (Bourbon Barrel Aged),Imperial or Double India Pale Ale,12.4,40.0,Founders Brewing Company,India Pale Ale
Doppelbock Lager,German-Style Doppelbock,11.2,17.0,Frankenmuth Brewery,Lager
Doppio,Robust Porter,12.5,34.0,Ei8ht Ball Brewing,Porter
Dos Cone Es,Imperial or Double India Pale Ale,11.5,135.0,Cismontane Brewing,India Pale Ale
Dosvidanya,American-Style Imperial Stout,12.5,84.0,DESTIHL Brewery,Stout
Double Barrel Big Bad Baptist,American-Style Imperial Stout,12.8,60.0,EPIC Brewing Company,Stout
Double Barrel Shotgun Wedding,American-Style Brown Ale,11.2,40.0,Country Boy Brewing,Ale
Double Bastard Bigger Longer Uncut,Strong Ale,13.0,100.0,Stone Brewing,Ale
Double Bastard In The Rye,Wood- and Barrel-Aged Strong Beer,14.0,60.0,Stone Brewing,Ale
Double Black Diamond Peppermint Ale,Herb and Spice Beer,12.0,52.5,Old Orange Brewing Co,Special
Double Crooked Tree I.P.A.,Imperial or Double India Pale Ale,12.0,98.0,Dark Horse Brewing Company,India Pale Ale
Double DBA,Special Bitter or Best Bitter,12.0,29.0,Firestone Walker Brewing Company,Bitter
Double Dog Dare IPA,Imperial or Double India Pale Ale,11.5,40.0,Barley's Brewing Company,India Pale Ale
Double Dog Double IPA,Imperial or Double India Pale Ale,11.5,40.0,Flying Dog Brewery,India Pale Ale
Double Dog Double Pale Ale,Imperial or Double India Pale Ale,11.5,85.0,Flying Dog Brewery,India Pale Ale
Double IPA,Imperial or Double India Pale Ale,11.3,87.0,Dangerous Man Brewing Company,India Pale Ale
Double Oaked Mastodon,Belgian-Style Dark Strong Ale,11.9,40.0,Rhinegeist,Ale
Double Old Thumper,Special Bitter or Best Bitter,11.2,37.0,Shipyard Brewing,Bitter
Double Trouble,English Cider,12.0,1.0,Arbor Ales,Cider
Double Two Hearted,Imperial or Double India Pale Ale,11.5,40.0,Bell's Brewery,India Pale Ale
Double Wailing Wench,Specialty Beer,12.0,52.5,Middle Ages Brewing Company,Special
Downtown After Dark,American-Style Brown Ale,12.0,40.0,Karl Strauss Brewing Company,Ale
Dr. Lupulin,Imperial or Double India Pale Ale,11.3,133.0,Revision Brewing Company,India Pale Ale
Dragon Water,American-Style Imperial Stout,11.4,60.0,Witch's Hat Brewing Company,Stout
Dragon's Milk Reserve: Brewer's Select,American-Style Imperial Stout,12.0,60.0,New Holland Brewing Company,Stout
Dragons Are Real,Open Category Mead,14.0,1.0,B. Nektar Meadery,Mead
Drake's Hopocalypse Black Label Triple India Pale Ale,Imperial or Double India Pale Ale,12.5,100.0,Drake's Brewing Company,India Pale Ale
DREW CURTIS / WIL WHEATON / GREG KOCH STONE FARKING WHEATON W00TSTOUT,American-Style Imperial Stout,13.0,65.0,Stone Brewing,Stout
Drunk French Toast Oil Spiller,American-Style Imperial Stout,11.9,60.0,Hopcat,Stout
DTF Tripel Belgian,Belgian-Style Tripel,12.5,25.0,Black Lotus Brewing Company,Trappist
Dusk till Dusk,British-Style Imperial Stout,13.8,33.0,Jailbreak Brewing Company,Stout
Dwarven Power Bottom,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
Dynamo Orange Chocolate,American-Style Imperial Stout,12.0,25.0,Tin Whiskers Brewing Company,Stout
Eagle Rare Barrel Aged Scotch Ale,Scotch Ale,11.3,40.0,Sierra Nevada Brewing Company,Ale
Earth & Flame,Scottish-Style Heavy Ale,11.7,40.0,Victory Brewing Company,Ale
Eclipse - Elijah Craig 12 Year,Wood- and Barrel-Aged Strong Beer,11.9,75.0,FiftyFifty Brewing Company,Ale
Eclipse - Rittenhouse Rye,Wood- and Barrel-Aged Strong Beer,11.9,75.0,FiftyFifty Brewing Company,Ale
Eclipse (Buffalo Trace),Wood- and Barrel-Aged Strong Beer,11.9,75.0,FiftyFifty Brewing Company,Ale
Eclipse (Four Roses),Wood- and Barrel-Aged Strong Beer,11.9,75.0,FiftyFifty Brewing Company,Ale
Eclipse (High West),Wood- and Barrel-Aged Strong Beer,11.9,75.0,FiftyFifty Brewing Company,Ale
Eighteen,Strong Ale,13.0,40.0,Firestone Walker Brewing Company,Ale
EisBock,German-Style Eisbock,12.5,17.0,Alaskan Brewing Co.,Lager
el Hefe,Herb and Spice Beer,11.5,72.0,Madhouse Brewing Co,Special
Elevation,Imperial or Double India Pale Ale,11.2,100.0,Renegade Brewing Company,India Pale Ale
Eleven,Belgian-Style Tripel,11.7,25.0,Weyerbacher Brewing Company,Trappist
Elite Project #1 Barleywine,Barleywine,14.0,100.0,Triton Brewing Company,Barleywine
Endpoint (E3),Imperial or Double India Pale Ale,11.2,100.0,Renegade Brewing Company,India Pale Ale
Entendez Noel,Belgian-Style Quadrupel,11.4,50.0,Sound Brewery,Trappist
Entropy,Wood- and Barrel-Aged Strong Beer,14.2,60.0,Mystic Brewery,Ale
Episode 13,Dry Mead,17.5,1.0,B. Nektar Meadery,Mead
Epitaph Bourbon Barrel Aged Russian Imperial Stout,Wood- and Barrel-Aged Dark Beer,12.0,92.0,Heathen Brewing,Stout
Erzulie,American-Style Barley Wine Ale,13.0,40.0,Omnipollo,Ale
Eukaryst Imperial Stout,Wood- and Barrel-Aged Strong Beer,12.0,60.0,Pizza Port Brewing Company,Ale
Evasion,Belgian-Style Dark Strong Ale,14.5,40.0,Taxman Brewing Company,Ale
Evasion Blueberry,Belgian-Style Dark Strong Ale,14.3,40.0,Taxman Brewing Company,Ale
Evasion Coconut,Belgian-Style Dark Strong Ale,14.3,40.0,Taxman Brewing Company,Ale
Evasion Coffee,Belgian-Style Dark Strong Ale,14.3,40.0,Taxman Brewing Company,Ale
Evasion Nitro,Belgian-Style Dark Strong Ale,14.3,40.0,Taxman Brewing Company,Ale
Evasion Vanilla Cocoa,Belgian-Style Dark Strong Ale,14.3,40.0,Taxman Brewing Company,Ale
Even Less Jesus,American-Style Imperial Stout,12.0,60.0,Stillwater Artisanal Ales,Stout
Even More Coco Jesus,American-Style Imperial Stout,12.0,60.0,Evil Twin Brewing,Stout
Even More Denmark,Imperial or Double India Pale Ale,12.0,40.0,Evil Twin Brewing,India Pale Ale
Even More JCS,American-Style Imperial Stout,12.0,60.0,Evil Twin Brewing,Stout
Even More Jesus,American-Style Imperial Stout,12.0,60.0,Evil Twin Brewing,Stout
Even More Jesus (Aged in Bourbon Barrels),American-Style Imperial Stout,12.0,60.0,Evil Twin Brewing,Stout
Even More Jesus (Aged in Port Barrels),American-Style Imperial Stout,12.0,60.0,Evil Twin Brewing,Stout
Everything Rhymes With Orange,American-Style India Pale Ale,80.0,50.0,Roughtail Brewing Company,India Pale Ale
Evil3,Imperial or Double India Pale Ale,11.6,100.0,Heretic Brewing Company,India Pale Ale
Exaltation,Belgian-Style Dark Strong Ale,13.5,40.0,DC Brau Brewing Company,Ale
Exit 3 Blueberry Braggot,Braggot,15.0,10.0,Flying Fish Brewing Company,Kolsch
Exorcism at Sunset,British-Style Imperial Stout,12.5,60.0,Clown Shoes Beer,Stout
Exorcism Of Rachel Wall,American-Style Imperial Stout,11.5,50.0,Clown Shoes Beer,Stout
Extra Trocken (Extra Dry Sparkling Mead),Dry Mead,13.5,1.0,Die Hochland Imker,Mead
Extremely Angry Beast,American-Style Stout,12.0,60.0,Clown Shoes Beer,Stout
Eyjafjallajökull,American-Style Imperial Stout,12.0,98.0,Evil Horse Brewing Company,Stout
Fallen Angel,Strong Ale,12.5,40.0,Midnight Jack Brewing Company,Ale
Faster Than Light,American-Style Stout,11.3,60.0,Finback Brewery,Stout
Fat Happy Monk,Belgian-Style Dark Strong Ale,12.0,27.0,Rivertown Brewing Company,Ale
Fat Hog,American-Style Barley Wine Ale,12.0,89.0,Ritual Brewing Co.,Ale
Fat Man In The Bathtub,Strong Ale,11.5,88.0,Hopcat,Ale
Fathead Barley Wine,American-Style Barley Wine Ale,11.3,34.0,Nebraska Brewing Company,Ale
Fifteenth Anniversary (XV),Wood- and Barrel-Aged Beer,12.5,60.0,Firestone Walker Brewing Company,Stout
Fifth Anniversary Quintuple IPA,Imperial or Double India Pale Ale,13.0,85.0,Karbach Brewing Company,India Pale Ale
Figgie Smallz,Belgian-Style Quadrupel,12.2,25.0,Witch's Hat Brewing Company,Trappist
FIGJAM,Belgian-Style Quadrupel,11.5,35.0,Arbor Brewing Company,Trappist
Finally Legal,Wood- and Barrel-Aged Dark Beer,13.5,60.0,Weyerbacher Brewing Company,Stout
First Flight,American-Style Strong Pale Ale,13.7,78.0,Valiant Brewing,Ale
First Frost,Herb and Spice Beer,12.4,52.5,Fullsteam Brewery,Special
Five Squared,Belgian-Style Quadrupel,25.0,25.0,De Struise,Trappist
Flight of the Angry Beast,Specialty Stouts,12.0,60.0,Clown Shoes Beer,Special
Fling,Sweet Mead,13.3,1.0,Moonlight Meadery,Mead
Floyd D'Rue,American-Style Imperial Porter,14.7,34.0,The Bruery,Porter
Flying Buffalo Bourbon Barrel Aged Imperial Coffee Stout,Specialty Stouts,12.0,60.0,Griffin Claw Brewing Company,Special
Flying Buffalo Bourbon Imperial Stout,Specialty Stouts,12.0,60.0,Griffin Claw Brewing Company,Special
Flying Buffalo Russian Imperial Stout,American-Style Imperial Stout,11.8,60.0,Big Rock Chop House & Brewery,Stout
Flying Mouflan,American-Style Barley Wine Ale,11.7,75.0,Tröegs Brewing Company,Ale
Foolery,Sweet or Cream Stout,13.0,60.0,Hardywood Park Craft Brewery,Stout
Foreclosure,American-Style Barley Wine Ale,12.0,100.0,Bank Brewing Company,Ale
Forêt de Tronçais (Light Toasted),American-Style Barley Wine Ale,19.3,40.0,Mikkeller,Ale
Forêt de Tronçais (Medium Toasted),American-Style Barley Wine Ale,19.3,40.0,Mikkeller,Ale
Fort,Fruit Beer,18.0,49.0,Dogfish Head Craft Brewery,Fruit
Four Loko Blue Hurricane,Energy Enhanced Malt Beverage,12.0,17.0,Drink Four Brewing Company,Lager
Four Loko Fruit Punch,Energy Enhanced Malt Beverage,12.0,17.0,Drink Four Brewing Company,Lager
Four Loko Lemonade,Energy Enhanced Malt Beverage,12.0,17.0,Drink Four Brewing Company,Lager
Four Loko Margarita,Energy Enhanced Malt Beverage,12.0,17.0,Drink Four Brewing Company,Lager
Four Loko Peach,Energy Enhanced Malt Beverage,12.0,17.0,Drink Four Brewing Company,Lager
Four Loko Pinnaple,Energy Enhanced Malt Beverage,12.0,17.0,Drink Four Brewing Company,Lager
Four Loko Strawberry Lemonade,Energy Enhanced Malt Beverage,12.0,17.0,Drink Four Brewing Company,Lager
Four Loko UVA,Energy Enhanced Malt Beverage,12.0,17.0,Drink Four Brewing Company,Lager
Four Loko Watermelon,Energy Enhanced Malt Beverage,12.0,17.0,Drink Four Brewing Company,Lager
Four Swords,Belgian-Style Quadrupel,12.1,43.0,Deep Ellum Brewing Company,Trappist
Fourteen Anniversary,Wood- and Barrel-Aged Beer,12.5,60.0,Firestone Walker Brewing Company,Stout
Fourth Dementia Olde Ale (4D),Old Ale,13.5,40.0,Kuhnhenn Brewing,Ale
Frambwha!?,American-Style Wheat Wine Ale,12.0,13.0,Barley's Brewing Company,Ale
Frankie Clause,Belgian-Style Dark Strong Ale,11.8,60.0,Migration Brewing Co,Ale
Fred's Blend,American-Style Imperial Stout,13.0,60.0,Prairie Artisan Ales,Stout
French Roast Widow Maker,American-Style Imperial Stout,11.8,60.0,City Star Brewing Company,Stout
French Vanilla Militia,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
From Amager With Love,American-Style Imperial Stout,12.0,60.0,Evil Twin Brewing,Stout
From East Van With Love,American-Style Imperial Stout,11.5,55.0,Gigantic Brewing Company,Stout
Frostbite Barley Wine,American-Style Barley Wine Ale,11.7,76.0,Madison River Brewing Co,Ale
Frothy Beard Bearded Workman,Scotch Ale,12.5,40.0,Tradesman Brewing Co.,Ale
Full Court,Imperial or Double India Pale Ale,12.0,40.0,Cutters Brewing Company,India Pale Ale
Full Grown Jack,Herb and Spice Beer,12.5,52.5,TUPPS Brewery,Special
Full Grown Man,American-Style Imperial Stout,11.2,20.0,TUPPS Brewery,Stout
Fundamental Observation,Wood- and Barrel-Aged Strong Beer,14.3,60.0,Bottle Logic Brewing,Ale
Fyodors Classic,American-Style Imperial Stout,13.0,43.0,Stone Brewing,Stout
Gallinipper,American-Style Barley Wine Ale,12.5,123.0,Cocoa Beach Brewing Company,Ale
Garden State Rhapsody,American-Style Imperial Stout,12.0,60.0,Clown Shoes Beer,Stout
Gargoyle Love Song,American-Style Imperial Stout,14.0,60.0,Clown Shoes Beer,Stout
Gatlin Damnosus,Wood- and Barrel-Aged Beer,11.5,60.0,Anderson Valley Brewing Company,Stout
Gaz de Course,American-Style Barley Wine Ale,12.0,40.0,Broue Pub Brouhaha,Ale
Genesis 15:15,American-Style Barley Wine Ale,13.4,40.0,Shmaltz Brewing Company,Ale
George!,British-Style Imperial Stout,12.0,60.0,Mikkeller,Stout
Georges d'Anthes,Sweet or Cream Stout,19.0,35.0,HopHead Craft Beer Pub,Stout
Georgia Porter Authority,American-Style Imperial Porter,11.4,31.0,Eagle Creek Brewing Company,Porter
GI. Dansk Mjød,Dry Mead,19.0,1.0,Dansk Mjød,Mead
Ginger,Open Category Mead,14.0,1.0,Schramm's Mead,Mead
Ginger Verve,Open Category Mead,14.0,1.0,Brothers Drake Meadery,Mead
Gnarlywine (2014),American-Style Barley Wine Ale,13.0,40.0,Madhouse Brewing Co,Ale
Go Go Juice,Wood- and Barrel-Aged Strong Beer,12.5,60.0,Chicago Brewing Company,Ale
God Is an American - G/I/A/A,Imperial or Double India Pale Ale,12.0,89.0,Adroit Theory Brewing Company,India Pale Ale
Golden Mustache,Dortmunder / European-Style Export,55.0,26.0,Oak Highlands Brewery,Lager
Goo Goo GJoob,American-Style Imperial Stout,12.0,60.0,Arbor Ales,Stout
Good Foot,American-Style Barley Wine Ale,14.0,80.0,Firestone Walker Brewing Company,Ale
Gouden Carolus Whiskey Infused,Belgian-Style Dark Strong Ale,11.7,15.0,Brouwerij Het Anker,Ale
GOYA,Other Belgian-Style Ales,15.9,40.0,Duel Brewing,Ale
Graham Cracker BA Framinghammer,Baltic-Style Porter,11.6,34.0,Jack's Abby Brewing,Porter
Grand Amber Barleywine,American-Style Barley Wine Ale,12.0,40.0,Potosi Brewing Company,Ale
Grand Cru,Belgian-Style Dark Strong Ale,12.5,40.0,North Coast Brewing Company,Ale
Grand Cru,American-Style Barley Wine Ale,11.5,40.0,Midnight Jack Brewing Company,Ale
Grand Crüe,Belgian-Style Dark Strong Ale,12.4,40.0,Sixpoint Brewery,Ale
Grand Prestige,American-Style Brown Ale,11.3,23.0,Goose Island Beer Company,Ale
Grappa Sour Red,Belgian-Style Flanders Oud Bruin or Oud Red Ales,12.0,40.0,Brouwerij Hof ten Dormaal,Ale
Gratitude - Bourbon Barrel Aged,American-Style Barley Wine Ale,11.4,40.0,East End Brewing Company,Ale
Gratitude Barleywine,American-Style Barley Wine Ale,11.4,40.0,East End Brewing Company,Ale
Gravitation,Belgian-Style Quadrupel,12.5,22.0,Smuttynose Brewing Company,Trappist
Gravitational Wave,Specialty Stouts,14.0,70.0,Wild Heaven Beer,Special
Great Commander,American-Style Imperial Stout,13.5,60.0,Lickinghole Creek Craft Brewery,Stout
Great Grandfather Raven Bourbon Imperial Stout,Wood- and Barrel-Aged Dark Beer,11.7,60.0,Black Raven Brewing Company,Stout
Great Valenki,British-Style Imperial Stout,11.2,75.0,ShuBrew,Stout
Grey Monday,American-Style Imperial Stout,18.2,60.0,The Bruery,Stout
Greylock Imperial New England IPA,Imperial or Double India Pale Ale,12.0,40.0,Greater Good Imperial Brewing Company,India Pale Ale
Grim Imperial Stout,American-Style Imperial Stout,12.2,60.0,North Park Beer Company,Stout
Grolsch Krachtig Kanon,American-Style Malt Liquor,11.6,17.0,Koninklijke Grolsch,Lager
Habitual Offender,British-Style Barley Wine Ale,11.6,40.0,Weird Beard Brew Co.,Ale
Hail the Fjolk,American-Style Imperial Stout,13.0,60.0,GrassLands Brewing Company,Stout
Halucidation Solera,Experimental Beer (Lager or Ale),12.5,12.0,Lucid Brewing,Lager
Hammer Of The Beast,American-Style Imperial Stout,11.8,60.0,Clown Shoes Beer,Stout
Hand & Seal - Bourbon Barrel Aged,American-Style Barley Wine Ale,13.3,40.0,Brooklyn Brewery,Ale
Hanseath’s Bois,American-Style Imperial Stout,12.5,60.0,Three Rivers Eatery And Brewhouse,Stout
Harvest Ale,British-Style Barley Wine Ale,11.5,40.0,JW Lees and Co (Brewers) Ltd.,Ale
Harvest Ale,British-Style Barley Wine Ale,11.6,40.0,JW Lees and Co (Brewers) Ltd.,Ale
Harvest Ale,American-Style Barley Wine Ale,11.5,40.0,JW Lees and Co (Brewers) Ltd.,Ale
Harvest Ale (Calvados),British-Style Barley Wine Ale,11.5,40.0,JW Lees and Co (Brewers) Ltd.,Ale
Harvest Ale (Lagavulin Casks),Specialty Beer,11.5,52.5,JW Lees and Co (Brewers) Ltd.,Special
Harvest Ale (Lagavulin),British-Style Barley Wine Ale,11.5,40.0,JW Lees and Co (Brewers) Ltd.,Ale
Harvest Ale (Port),British-Style Barley Wine Ale,11.5,40.0,JW Lees and Co (Brewers) Ltd.,Ale
Harvest Ale (Sherry & Tequila),British-Style Barley Wine Ale,14.0,40.0,JW Lees and Co (Brewers) Ltd.,Ale
Harvest Ale (Sherry),British-Style Barley Wine Ale,11.5,40.0,JW Lees and Co (Brewers) Ltd.,Ale
Harvest Ale (Whisky),British-Style Barley Wine Ale,11.5,40.0,JW Lees and Co (Brewers) Ltd.,Ale
Hawaiian Speedway Stout,American-Style Imperial Stout,12.0,60.0,AleSmith Brewing Company,Stout
Haywire Double American Black Ale,American-Style Black Ale,11.5,100.0,Indeed Brewing Company,Ale
He'Brew Jewbelation 18th Anniversary Ale,American-Style Barley Wine Ale,12.4,40.0,Shmaltz Brewing Company,Ale
He'Brew Jewbelation Fifteen,Specialty Beer,15.0,52.5,Shmaltz Brewing Company,Special
He'Brew Jewbelation Reborn 17,Strong Ale,17.0,40.0,Shmaltz Brewing Company,Ale
He'brew Jewbelation Sweet 16,Other Strong Ale or Lager,16.0,17.0,Shmaltz Brewing Company,Ale
Heaven & Hell,British-Style Imperial Stout,12.0,60.0,Brouwerij de Molen,Stout
Heaven Hill Bourbon Barrel-Aged Imperial Stout,American-Style Imperial Stout,11.8,65.0,Blue Ghost Brewing Company,Stout
Heavy Bells,Belgian-Style Quadrupel,11.5,30.0,Three Taverns Craft Brewery,Trappist
Heavy Weight of Sound,Imperial or Double India Pale Ale,11.2,40.0,The Beer'd Brewing Co.,India Pale Ale
Heavyweight Champ,Wood- and Barrel-Aged Strong Beer,14.0,60.0,Trophy Brewing Company,Ale
Heavyweight Ticklefight Champion of the World,Wood- and Barrel-Aged Strong Beer,12.0,80.0,Solemn Oath Brewery,Ale
Heceta Lightkeeper Barleywine,American-Style Barley Wine Ale,11.8,69.0,Yachats Brewing,Ale
Heir Apparent,American-Style Imperial Stout,11.5,60.0,Lickinghole Creek Craft Brewery,Stout
Heirloom Pumpkin,Pumpkin Beer,12.0,20.0,Almanac Beer Co,Pumpkin
Hell,American-Style Imperial Stout,12.8,60.0,Scarlet Lane Brewing Company,Stout
Helldorado,American-Style Barley Wine Ale,13.2,40.0,Firestone Walker Brewing Company,Ale
Here Be Monsters,Wood- and Barrel-Aged Dark Beer,13.1,60.0,Cerebral Brewing,Stout
Hibiscus & Ginger Mead,Open Category Mead,12.0,1.0,BOS Meadery,Mead
Hickson Vin D'orge,British-Style Barley Wine Ale,11.9,40.0,Brasserie Les 2 Frères,Ale
Hidromiel,Dry Mead,12.5,1.0,In Peccatum Craft Beer,Mead
High West-ified Imperial Coffee Stout,American-Style Imperial Stout,12.2,60.0,Lagunitas Brewing Company,Stout
Higher Math,Strong Ale,17.0,35.0,Dogfish Head Craft Brewery,Ale
Highwayman Imperial Porter,American-Style Imperial Porter,11.4,34.0,Martin City Brewing Company,Porter
Holiday,American-Style India Pale Ale,11.2,40.0,Black Market Brewing Company,India Pale Ale
Honey Bru Bru,Specialty Honey Lager or Ale,12.5,17.0,Chicago Brewing Company,Special
Honey Hearted,Imperial or Double India Pale Ale,16.3,40.0,Bell's Brewery,India Pale Ale
Honey Oak,Dry Mead,13.0,1.0,Brothers Drake Meadery,Mead
Honey Sun Iqhilika Cape White Fig,Open Category Mead,12.0,1.0,Makana Meadery,Mead
Honey Sun Mead - African Birds Eye Chili,Dry Mead,12.0,1.0,Makana Meadery,Mead
Honey Sun Mead - Dry,Dry Mead,12.0,1.0,Makana Meadery,Mead
Honey Sun Mead - Herbal,Dry Mead,12.0,1.0,Makana Meadery,Mead
Honey Wine with Vanilla Beans and Cinnamon Sticks,Dry Mead,12.0,1.0,Redstone Meadery,Mead
Honeycrisp,Belgian-Style Tripel,13.0,25.0,Pizza Boy Brewing,Trappist
Honeypot,American-Style Wheat Wine Ale,12.6,13.0,Barreled Souls,Ale
Hop Nectar,Semi-Sweet Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Hop Resinance Series: Citra,Open Category Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Hop Shortage 3x IPA,Imperial or Double India Pale Ale,11.3,40.0,Knee Deep Brewing Company,India Pale Ale
Hop Shot,American-Style India Pale Ale,20.0,40.0,BrewDog,India Pale Ale
Hop-De-Ranged,Imperial or Double India Pale Ale,13.1,40.0,Knee Deep Brewing Company,India Pale Ale
Hop'solutely,Imperial or Double India Pale Ale,11.5,100.0,Fegley's Brew Works,India Pale Ale
Hopbrosia,Dry Mead,12.0,1.0,Millstone Cellars,Mead
Hopped Honey,Semi-Sweet Mead,12.0,1.0,Golden Coast Mead,Mead
Hopped Ohio,Open Category Mead,13.0,1.0,Brothers Drake Meadery,Mead
Hopped Traditional,Open Category Mead,13.0,1.0,Brothers Drake Meadery,Mead
Hoppy Quad,Belgian-Style Quadrupel,13.0,25.0,Victory Brewing Company,Trappist
Hoppy Spice,American-Style India Pale Ale,11.2,40.0,3 Sheeps Brewing Co,India Pale Ale
Hopsquatch,American-Style Barley Wine Ale,12.0,40.0,Four Peaks Brewing Company,Ale
Hoptrick IPA,American-Style India Pale Ale,11.7,40.0,Bad Jimmy's Brewery,India Pale Ale
Horizon Tokyo Black,American-Style Imperial Stout,16.0,100.0,Nøgne Ø,Stout
Hot Fuzz,Wood- and Barrel-Aged Beer,11.5,60.0,Brash Brewing Company,Stout
Hot Shot,Open Category Mead,13.0,1.0,Brothers Drake Meadery,Mead
How Do You Like Them Apples,Fruit Cider,13.5,1.0,Moonlight Meadery,Cider
Huajilla Traditional,Semi-Sweet Mead,13.2,1.0,Meridian Hive Meadery,Mead
Hubris,Belgian-Style Quadrupel,11.5,25.0,Brewery Vivant,Trappist
Huckleberry Honey,Sweet Mead,12.5,1.0,Hidden Legend Winery,Mead
Huge Arker,American-Style Imperial Stout,13.5,88.0,Anderson Valley Brewing Company,Stout
Hyper Oblivious,American-Style Wheat Wine Ale,13.0,13.0,Griffin Claw Brewing Company,Ale
I Love you with my Stout,American-Style Imperial Stout,12.0,60.0,Evil Twin Brewing,Stout
I've Seen Bigger Than Yours,American-Style Barley Wine Ale,14.0,40.0,To Øl,Ale
